1	13516	91073
1	11987	227945
1	30322	35509
1	40718	731985
1	81606	91980
1	87433	89163
1	87446	109121
1	136206	137762
1	326302	327172
1	359638	470259
1	449343	450574
1	476903	702268
1	468739	471337
1	521629	571966
1	546632	547869
1	564656	570573
1	570384	573894
1	570384	588153
1	606506	607410
1	664474	676093
1	724323	727145
1	738636	742073
1	743650	820970
1	766475	769099
1	777064	791447
1	869322	870347
1	873397	874048
1	896011	896936
1	905899	905944
1	905899	906347
1	947119	948000
1	963692	964517
1	1011003	1014676
1	1082579	1082804
1	1086814	1087047
1	1142719	1143142
1	1183443	1183712
1	1192584	1192698
1	1223246	1225981
1	1274747	1275643
1	1385015	1387718
1	1387644	1456101
1	1385641	1404179
1	1400340	1408917
1	1412599	1418411
1	1414920	1416161
1	1414922	1431564
1	1417980	1418411
1	1423235	1423280
1	1443545	1445762
1	1465908	1466232
1	1495595	1495824
1	1518430	1680665
1	1522847	1524666
1	1540943	1541919
1	1560901	1571200
1	1564801	1568200
1	1567556	1567652
1	1569233	1588829
1	1568307	1572851
1	1570016	1570060
1	1570016	1571849
1	1571804	1572098
1	1572558	1572851
1	1577041	1577179
1	1582058	1583437
1	1596535	1596581
1	1598431	1598598
1	1622719	1636270
1	1627334	1677991
1	1634989	1635317
1	1635207	1635413
1	1640686	1655462
1	1654121	1670432
1	1663006	1667015
1	1663006	1671157
1	1772220	1773642
1	1773827	1775617
1	1875789	1875929
1	1879750	1880077
1	1910362	1911856
1	1910389	1913919
1	1911040	1911327
1	1912935	1913911
1	2024541	2027399
1	2053160	2055996
1	2162136	2163113
1	2203738	2365949
1	2211996	2214142
1	2262032	2276504
1	2367801	2367976
1	2372006	2374297
1	2390257	2391271
1	2390824	2391019
1	2535573	2537083
1	2566169	2566577
1	2568784	2632227
1	2609878	2633401
1	2626841	2688323
1	2631982	2634182
1	2684255	2695047
1	2693032	2697126
1	2812711	2813167
1	2891145	2891323
1	2892800	2894875
1	2911544	2911858
1	2918690	2919922
1	2919031	2919378
1	2932879	2932994
1	3063014	3063446
1	3063049	3063264
1	3063485	3063617
1	3081743	3082762
1	3098380	3098512
1	3209931	3212145
1	3215377	3217395
1	3499741	3500615
1	3501593	3502179
1	3560245	3560955
1	3666647	3668400
1	3670539	3671620
1	3716971	3717175
1	4023823	4031327
1	4044756	4045264
1	4123884	4127959
1	4136792	4138963
1	4155151	4155468
1	4160575	4166034
1	4284575	4285996
1	4364557	4366785
1	4391676	4393717
1	4392736	4393623
1	4414086	4417961
1	4436049	4436346
1	4488141	4488254
1	4531114	4531242
1	4580862	4581016
1	4597917	4603368
1	4676492	4676641
1	4882317	4883034
1	5028072	5056351
1	5037812	5049097
1	5090715	5174017
1	5163652	5165101
1	5172432	5173503
1	5196671	5197414
1	5302106	5304561
1	5350909	5351280
1	5359273	5362138
1	5364123	5364242
1	5403433	5404651
1	5633697	5633999
1	5643758	5647477
1	5644610	5645439
1	5727711	5727913
1	5766964	5767193
1	5770685	5770815
1	5770685	5770978
1	5770741	5770815
1	5770741	5770978
1	5876631	5878013
1	6064750	6065630
1	6072329	6072641
1	6167727	6168547
1	6269420	6269493
1	6366319	6368893
1	6403048	6577424
1	6434855	6445841
1	6458646	6459604
1	6478143	6520845
1	6495099	6501159
1	6498243	6508426
1	6501036	6501081
1	6504836	6505937
1	6512161	6514979
1	6579460	6602946
1	6762371	6763676
1	6786469	6828191
1	6791745	6793142
1	6861345	6861918
1	7022697	7023518
1	7289314	7289739
1	7289694	7289739
1	7483015	7486285
1	7559461	7560159
1	7569312	7571556
1	7569804	7574649
1	7577658	7579878
1	7608727	7608955
1	7622465	7666987
1	7645746	7648431
1	7803156	7804448
1	7908777	7909469
1	7924961	7925551
1	7975362	7978302
1	8015436	8304607
1	8071777	8072953
1	8147285	8147640
1	8164500	8176626
1	8182601	8191269
1	8185314	8186288
1	8247755	8250064
1	8283395	8284766
1	8308154	8318554
1	8312582	8545282
1	8338199	8338914
1	8360238	8364039
1	8447347	8475541
1	8550274	8551654
1	8671808	8687558
1	8674003	8676588
1	8695759	8712215
1	8712025	8720822
1	8715978	8716558
1	8715989	8717503
1	8766443	8774912
1	8976910	8978078
1	9007556	9012737
1	9090166	9090753
1	9134124	9136936
1	9171842	9176284
1	9288615	9290845
1	9317806	9321226
1	9440033	9440406
1	9453881	9456518
1	9479569	9490339
1	9495960	9497509
1	9594227	9597901
1	9596173	9596900
1	9604075	9608568
1	9620041	9622148
1	9817006	9817477
1	9822386	9825806
1	9846643	9856697
1	9870711	9873112
1	9975596	9980165
1	10052713	10063232
1	10067194	10068696
1	10067986	10072300
1	10095927	10103729
1	10249582	10252150
1	10369427	10378840
1	10482487	10483758
1	10543553	10546008
1	10626261	10652605
1	10636608	10644046
1	10777212	10781653
1	10913488	10913611
1	10951426	10952195
1	10954262	10956137
1	11037045	11038103
1	11047365	11047567
1	11054589	11056061
1	11060119	11062269
1	11097568	11106258
1	11230359	11232253
1	11412779	11416769
1	11467176	11473382
1	11541389	11543192
1	11582552	11583022
1	11682892	11683189
1	11751579	11751623
1	11838696	11838967
1	11979501	11980094
1	11988837	11995209
1	12053120	12053384
1	12131651	12134047
1	12165945	12168814
1	12485317	12489500
1	12743406	12746623
1	12805272	12807027
1	12822369	12822592
1	12838990	12921834
1	12851649	13163814
1	12852801	12860401
1	12855109	12872828
1	12881418	12956256
1	12879642	12894718
1	12882563	12884791
1	12882563	12888652
1	12884130	13715337
1	12903151	12912625
1	12908338	12908397
1	12908356	12912625
1	12909977	12918079
1	12909977	12927856
1	12916916	12916961
1	12919015	12921519
1	12934660	12949617
1	12941808	12942962
1	12941808	12946026
1	12941812	12942962
1	12944106	12965211
1	12953496	12994603
1	12952692	12952737
1	12963915	12964054
1	12963915	12971499
1	12985868	12996438
1	12992501	12994645
1	12992674	12994645
1	12994323	13023827
1	13017708	13026990
1	13046922	13218561
1	13037742	13040779
1	13039140	13052941
1	13103193	13145660
1	13148845	13170909
1	13151732	13161381
1	13159180	13161664
1	13163361	13217709
1	13172329	13190139
1	13200061	13202465
1	13235027	13490865
1	13320145	13329242
1	13326471	13329526
1	13341038	13346925
1	13344727	13346927
1	13375345	13384632
1	13417294	13432915
1	13472472	13475393
1	13482738	13490550
1	13485997	13490550
1	13486134	13490550
1	13522181	13522241
1	13554172	13556868
1	13607322	13672824
1	13668211	13670572
1	13693223	13696214
1	13703977	13711375
1	13774084	13777415
1	13782095	13789791
1	13797493	13809577
1	13827863	13828050
1	13827966	13828189
1	13854183	13854377
1	13872988	13880189
1	13883486	13884472
1	14124918	14124977
1	14163062	14166818
1	14163087	14167016
1	14295319	14295827
1	14436002	14438960
1	14436350	14436664
1	14437530	14437683
1	14547968	14557082
1	14560871	14563982
1	14619219	14622452
1	14731113	14734666
1	14735738	14742256
1	14825658	14828082
1	15089657	15091696
1	15206490	15456820
1	15274921	15279573
1	15288326	15288544
1	15326648	15327561
1	15364967	15365622
1	15365387	15365512
1	15456143	15461008
1	15486934	15491464
1	15557814	15558575
1	15576232	15578112
1	15657384	15659461
1	15685997	15686056
1	15774686	15781761
1	15782084	15802534
1	15792426	15811221
1	15848536	15870503
1	15850542	15851567
1	15920636	15937253
1	15923907	15927362
1	15935092	15938234
1	16001517	16009784
1	16009544	16011390
1	16019654	16022137
1	16063224	16069143
1	16085223	16110991
1	16129582	16131430
1	16146199	16148844
1	16150764	16156138
1	16185847	16192869
1	16186538	16187062
1	16348913	16389422
1	16356485	16356552
1	16357601	16362300
1	16376747	16387493
1	16429702	16435186
1	16649770	16657294
1	16749803	16756496
1	16809863	16811597
1	16836354	17242462
1	16826422	16864425
1	16842516	16888958
1	16862361	16863900
1	16862411	16862679
1	16881342	17004270
1	16890810	16891414
1	16907278	16907328
1	16921148	16927179
1	16940064	16943647
1	16940279	16955414
1	16957655	16982807
1	16972603	16976736
1	16975601	16976901
1	17006557	17079479
1	17009358	17012748
1	17019253	17124537
1	17012641	17031579
1	17031822	17032407
1	17035853	17053489
1	17045172	17054012
1	17082588	17083650
1	17082600	17084783
1	17083476	17091723
1	17087263	17198511
1	17089684	17125629
1	17183029	17295480
1	17191674	17224318
1	17198254	17198562
1	17248536	17253438
1	17248582	17250950
1	17248808	17253438
1	17264082	17279966
1	17264979	17265484
1	17265393	17265484
1	17360999	17363336
1	17485581	17513852
1	17622654	17633246
1	17642028	17642928
1	17675935	17677604
1	17676268	17678930
1	17676773	17677036
1	17815655	17819730
1	17840371	17844223
1	17997696	18003851
1	18009655	18009863
1	18061796	18063031
1	18108503	18109763
1	18346722	18373739
1	18576951	18601910
1	19326226	19328463
1	19355651	19359876
1	19370039	19373335
1	19386675	19387348
1	19596973	19614219
1	19600132	19605433
1	19612471	19612516
1	19640933	19660366
1	19647176	19648339
1	19656611	19661193
1	19720092	19731658
1	19761422	19761633
1	19851031	19862411
1	19895388	19901983
1	19969437	19969585
1	19970445	19970641
1	19970445	19972110
1	20090476	20091962
1	20096288	20216860
1	20126311	20126400
1	20286465	20288570
1	20286467	20288570
1	20384758	20480840
1	20407086	20410682
1	20497193	20497783
1	20498772	20500771
1	20556029	20598351
1	20642982	20643833
1	20774855	20787835
1	20864014	20864744
1	20931988	20932670
1	20932533	20933868
1	21001298	21033675
1	21018078	21019412
1	21246398	21246556
1	21299363	21394229
1	21344056	21344993
1	21344057	21344993
1	21346284	21346936
1	21658828	21659448
1	21684998	21687292
1	21691452	21716990
1	21728807	21729124
1	21757268	21760172
1	21793479	21793610
1	21793508	21798124
1	21798991	21810917
1	21808246	21808306
